Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,cut_bio_13_Precipitation of Wettest Month contribution,cut_bio_14_Precipitation of Driest Month contribution,cut_bio_15_Precipitation Seasonality contribution,cut_bio_16_Precipitation of Wettest Quarter contribution,cut_bio_17_Precipitation of Driest Quarter contribution,cut_bio_18_Precipitation of Warmest Quarter contribution,cut_bio_19_Precipitation of Coldest Quarter contribution,cut_bio_1_Annual Mean Temperature contribution,cut_bio_2_Mean Diurnal Range contribution,cut_bio_5_Max Temperature of Warmest Month contribution,cut_bio_8_Mean Temperature of Wettest Quarter contribution,cut_bio_9_Mean Temperature of Driest Quarter contribution,cut_bio_13_Precipitation of Wettest Month permutation importance,cut_bio_14_Precipitation of Driest Month permutation importance,cut_bio_15_Precipitation Seasonality permutation importance,cut_bio_16_Precipitation of Wettest Quarter permutation importance,cut_bio_17_Precipitation of Driest Quarter permutation importance,cut_bio_18_Precipitation of Warmest Quarter permutation importance,cut_bio_19_Precipitation of Coldest Quarter permutation importance,cut_bio_1_Annual Mean Temperature permutation importance,cut_bio_2_Mean Diurnal Range permutation importance,cut_bio_5_Max Temperature of Warmest Month permutation importance,cut_bio_8_Mean Temperature of Wettest Quarter permutation importance,cut_bio_9_Mean Temperature of Driest Quarter permutation importance,Training gain without cut_bio_13_Precipitation of Wettest Month,Training gain without cut_bio_14_Precipitation of Driest Month,Training gain without cut_bio_15_Precipitation Seasonality,Training gain without cut_bio_16_Precipitation of Wettest Quarter,Training gain without cut_bio_17_Precipitation of Driest Quarter,Training gain without cut_bio_18_Precipitation of Warmest Quarter,Training gain without cut_bio_19_Precipitation of Coldest Quarter,Training gain without cut_bio_1_Annual Mean Temperature,Training gain without cut_bio_2_Mean Diurnal Range,Training gain without cut_bio_5_Max Temperature of Warmest Month,Training gain without cut_bio_8_Mean Temperature of Wettest Quarter,Training gain without cut_bio_9_Mean Temperature of Driest Quarter,Training gain with only cut_bio_13_Precipitation of Wettest Month,Training gain with only cut_bio_14_Precipitation of Driest Month,Training gain with only cut_bio_15_Precipitation Seasonality,Training gain with only cut_bio_16_Precipitation of Wettest Quarter,Training gain with only cut_bio_17_Precipitation of Driest Quarter,Training gain with only cut_bio_18_Precipitation of Warmest Quarter,Training gain with only cut_bio_19_Precipitation of Coldest Quarter,Training gain with only cut_bio_1_Annual Mean Temperature,Training gain with only cut_bio_2_Mean Diurnal Range,Training gain with only cut_bio_5_Max Temperature of Warmest Month,Training gain with only cut_bio_8_Mean Temperature of Wettest Quarter,Training gain with only cut_bio_9_Mean Temperature of Driest Quarter,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Logistic threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Logistic threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Logistic threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Logistic threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Logistic threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Logistic threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Logistic threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Logistic threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Logistic threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Pheucticus_aureoventris,132,2.0449,2.2791,500,0.9537,10024,26.6111,0.6962,1.9640,5.3723,3.5826,1.8733,1.1011,48.3452,1.0289,0.3464,6.7212,2.3578,10.7702,17.6545,38.6396,1.3439,0.0000,2.2045,5.7208,0.2256,0.1486,5.5166,14.7111,3.0646,2.0364,2.0297,2.0006,2.0388,2.0445,2.0296,2.0375,2.0393,2.0322,2.0364,2.0383,2.0387,1.2355,0.7725,0.5655,1.1800,0.7872,1.0140,0.6572,1.1814,0.7944,1.1534,1.1838,1.1747,7.1891,0.0648,1.0000,0.0108,0.3772,0.0076,5.0000,0.0762,0.2251,0.0227,10.0000,0.1307,0.1677,0.0682,0.0139,0.0004,0.8372,0.0000,15.7320,0.1847,0.1273,0.0985,17.5277,0.1978,0.1172,0.1136,13.2488,0.1637,0.1428,0.0682,3.4685,0.0502,0.2558,0.0076,14.9288,0.1785,0.1321,0.0833
